text_es,translation
"Mientras tanto, el joven había atado una soga a la cuerda del yugo, y en ella colocó el gancho del torno. En poco tiempo, aquel macabro aparato estaría listo para funcionar. Llegó el momento decisivo de colgar el cadáver. El hombre de manos peludas le ayudó con gusto, mostrando una habilidad sorprendente. “¡Ay, Señor!”, exclamó una prima de En Serradell, “¡nunca se sabe a qué son capaces las personas hasta que se les pone a prueba!”.","Bitartean, gazteak soka bat lotu zuen uztarriaren sokari, eta bertan tornuaren kako bat jarri zuen. Denbora gutxian, aparatu makabro hura prest egongo zen funtzionatzeko. Hilketa burutzeko une erabakigarria iritsi zen. Eskularru iletsuak zituen gizonak lagundu zion gustura, trebetasun harrigarria erakutsiz. ""Ai, Jauna!"", esan zuen En Serradelleko lehengusinak, ""ez dakigu inoiz jendea zer egiteko gai den, proban jarri arte!""."
"—Toma, aquí tienes cuatro perritos; ya te daré la ración después.",—Hemen dituzu lau txakurkume; gero emango dizut beste zatia.
"A esta síntesis suprema ha llegado el arte de nuestro siglo, cuya más legítima gloria reside en haber descubierto la naturaleza, insuflándole vida al paisaje, y, como consecuencia natural, en haber inventado la fórmula definitiva de la gran pintura decorativa.","Mende honetako sintesi gorena iritsi da, eta bere zinezko ohorea du naturaren izaera aurkitzean datza, paisaia bizia emanez, eta, ondorioz, pintura dekoratibo handiaren formula definitiboa asmatzean."
"Lubin: Lo juro, no le he dicho nada a nadie, salvo un par de palabras que le solté a un hombre que pasaba por aquí, para que no le contara a nadie que me había visto salir. ¡Qué gente más parlanchina hay en estos lugares!","Lubin: Zin egiten dizut, inori ez diot ezer esan, hemen pasatzen ari zen gizon bati esandako bi hitzak izan ezik, inork ikusi ninduela konta ez zezan. Jende hau oso hitzontzia da leku hauetan!"
"—¡Y vaya! —dijo otro, intentando consolarlo aún más.","—A, bai! —erantzun zuen besteak, kontsolatu nahian."
"[Mariángela sale, justo a tiempo para escuchar las últimas palabras de Genís.]","[Mariángela iritsi zen, justu Genís-en azken hitzak entzuteko garaiz.]"
"Cabe señalar, para aquellos que no lo sepan, que Sant Daniel es un pueblo formado por casas dispersas, sin una sola calle ni rastro de ella. En la parte más protegida, al pie de las montañas Galligans, bajo la sombra de unos viejos y venerables olmos, se encuentra un pequeño edificio de ladrillo con un espacio abierto adyacente. Aquí se ubican el ayuntamiento, la escuela y la plaza del pueblo. A pesar de lo cívico del lugar, la atmósfera bucólica persiste, y los edictos del alcalde se pegan junto a los nidos de los mirlos y a los sonidos que emiten las ranas.","Hona hemen testuaren itzulpena:

Aipatzekoa da, horretaz jabetu ez direnentzat, Sant Daniel herriak etxe sakabanatuak dituela, kale bakar bat ere ez eta haren arrastorik ez. Mendi Galliganen babesean, zuhaitz zahar eta ospetsuen itzalpean, eraikin txiki bat dago, adreiluz egina, eta ondoan espazio ireki bat. Udaletxea, eskola eta herriko plaza bertan daude. Lekuaren izaera zibikoa gorabehera, giro bukolikoak irauten du, eta alkatearen ediktuak miru-kumeen habien ondoan itsasten dira, eta igelaren soinuak entzuten dira."
¡Qué feliz viví esperando la hora del sorteo!,Zoriontsu egon nintzen zozketaren ordua noiz iritsiko zain.
"—¡Siempre tenéis tanta prisa! A ver, siéntate en ese banco de madera que hay delante de la puerta, y, mientras esperas, te entretendrás observando a la gente que pasa por la calle.","—Beti horren presatuta zaudete! Tira, eseri zaitezte banku horretan, atarian dagoen egurrezkoan, eta, itxaron bitartean, begira iezaiozu jendea kalean nola pasatzen den."
"III. Martirià. Llegamos a la fuente que se encuentra más allá del huerto, junto al pequeño arroyo. Un árbol antiguo extiende sobre la tierra su gruesa raíz y, una vez que forma el hueco de un banco, se curva para delimitarlo mejor, luego se inclina y se desparrama en numerosos repliegues que crean una especie de recoveco de sombras temblorosas. En el interior de ese resquicio, casi al final de la curva, brota un chorro de agua abundante como un brazo.","III. Martirià. Iturri batera iritsi gara, lorategiaren atzean, errekatxoaren ondoan. Zuhaitz zahar batek lurra estaltzen duen sustrai lodi bat luzatzen du eta, behin banku baten hutsunea osatzen duenean, gehiago mugatzen du, gero makurtu eta hainbat tolesturetan zabaltzen da, itzal dardaratsuen moduko txoko bat sortuz. Zulo horren barruan, kurbaren amaieran, ur-jauzi oparo bat ateratzen da, beso bat bezala."
"Así que, cansados de estar sentados, se limpian las patas con la lengua, como si se estuvieran poniendo unos guantes, y solemnes, serios, estirados, como si fueran a hacer una visita, se les ve pasar sobre las baldosas. Si el gato del zapatero les saluda (un gato blanco que se ha ido descolorando), ni siquiera se dignan a mirarlo y siguen adelante. Si oyen el grito de un halcón, alzan la cabeza para verlo, y el azul celeste que entra por las ventanas altas como un rayo de luz, les hace entrecerrar los ojos; si están cansados, se detienen un poco en medio de la calle, como si estuvieran en casa; si entra un rayo de sol, se estiran y se acicalan; si pasa otro gato, lo miran y, si no es de su grupo, no le saludan. Van derechos a la catedral, donde les espera un gato compañero, un gato de allí, un gato gótico, un gato que conoce todos los rincones de las capillas y los altares y que sale a recibirlos en la puerta.","Honela, eserita egoteaz nekatuta, hankak mihiaz garbitzen dituzte, eskularruak jartzen ariko balira bezala, eta solemne, serio, luzatuta, bisita bat egitera doazela balira bezala, baldosen gainetik ikusten dira pasatzen. Zapatariren katuak agurtzen baditu (zapata-katu zuri bat, kolorea galtzen joan dena), ez dira ezta begiratu ere egitera ausartzen eta aurrera jarraitzen dute. Belatz baten garrasiari entzuten badiote, burua altxatzen dute ikusteko, eta leiho altuetatik sartzen den urdin-urdinak, argi-izpi baten moduan, begiak ixilarazten dizkie; nekatuta badaude, kalearen erdian gelditzen dira pixka batean, etxean baleude bezala; eguzki-izpi bat sartzen bada, luzatzen dira eta apaintzen dira; beste katu bat pasatzen bada, begiratzen dute eta, ez bada haien taldekoa, ez diote agurtzen. Katedralera doaz zuzenean, non beste katu bat zain duten, katedraleko katu bat, katu gotikoa, kapera eta aldare guztien ezagutza duen katu bat, atarira ateratzen zaiena haiek jasotzera."
"—¡Anda! La Catrineta dice que quiere casarse. Y la muchacha ya tiene edad, que el tiempo pasa rápido. Yo le hablé del Farriol de Corçaví, que es gente de bien y tiene buena posición. Pero, después de todo, ¡no parece que esté muy interesada! Y tú, Jepic, ¿a quién le echas el ojo?","—Aiba! Katrineta ezkontzeko asmoa duela dio. Eta neskak adin pixka bat badu jada, denbora azkar pasatzen baita. Farriol de Corçaví-ri buruz hitz egin nion, jende ona dela eta ondo kokatua dagoela. Baina, azken finean, ez dirudi oso interesatua dagoenik! Eta zuk, Jepic, nori botatzen diozu begia?"
"Polonio: Es cierto, mi señor; y me consideraron un buen cómico.","Polonio: Egia da, jauna; eta komiko ona nintzela iritzi zidaten."
"LXV Cuando muere un niño, los que sienten más compasión son sus padres. Los niños se libran de tener que saber para qué han venido a este mundo.","LXV Haur bat hiltzen denean, haren gurasoak dira errukirik handiena sentitzen dutenak. Haurrek ez dute jakin beharrik zertarako etorri diren mundu honetara."
"—¡Y ahora! Dime, ¿qué me decías hace un momento de Don Vilanova? ¿No comprendías su disgusto? Confieso que no logro entenderte.","—Orain bai! Esan, zer ari zinen esaten oraintxe bertan Don Vilanovaz? Ez zenuen haren atsekabea ulertzen? Nik behintzat ez zaitut ulertzen."
"III Después de cenar, al entrar en el corral el vaquero de Ordis para llevar el ganado a sus puestos, encontró a la vaca parda tendida sobre el heno, mugiendo con suaves temblores, como si estuviera a punto de parir. Se lo dijo a la dueña de la casa por mera formalidad, pero ya sabía lo que tenía que hacer. Se puso las alpargatas, se bebió un trago de vino de un sorbo y, a paso ligero, se marchó a La Jonquera para buscar al veterinario. El veterinario había retrasado su regreso de la montaña, así que el vaquero, insistiendo en la urgencia, le dejó el encargo y volvió por el mismo camino.","III Afaldu ondoren, Ordisen artzaina ukuilura sartu zen abereak bere tokietara eramateko. Han, behi gorrixka bat hennaren gainean etzanda aurkitu zuen, astiro mugitzen, erditzea gertu zuela zirudien. Etxekoandreari esan zion, formaltasunagatik bakarrik, baina bazekien zer egin behar zuen. Alpargatak jantzi, ardo trago bat edan eta, lasterka, La Jonquerara joan zen albaitariaren bila. Albaitaria menditik berandu itzuli zen, eta artzainak premiazkoa zela azpimarratuz, enkargua utzi eta bide beretik itzuli zen."
"Luego se arrepintió y corrió a buscarla para pedirle que lo perdonara. Pero, ¿de qué debía perdonarlo?","Gero damutu egin zen eta bila joan zen barkamena eskatzeko. Baina, zer barkatu behar zion?"
"Se forma un colador en la orilla de granito, un pequeño colador de donde brota, como de un niño, un llanto. Trabaja en el vacío para suavizar su lecho y su ojo ciego; destructor, no se cierra ni siquiera de noche. Y el agua se filtra como una eterna rosa de un monstruo del infierno; y siempre, supurando en el “trozo” vecino, cava un agujero, una fístula de barro. Las llanuras inundadas","Granitozko ertzean, iragazki bat eratzen da, ume baten negarra dirudien negar bat dariola. Hutsunean lan egiten du, bere ohe eta begi itsua leuntzeko; suntsitzailea, ez da ezta gauez ere ixten. Eta ura iragazten da infernuko munstro baten eternitateko arrosa bat bezala; eta beti, ondoko ""zatian"" isurtzen, zulo bat zulatzen du, buztinezko fistula bat. Uholdeak jasan dituzten lautadetan"
"—Eso es lo que se dice. A mí, por lo menos, me lo han contado así, aunque yo no estaba allí, ¿sabes? Más de cuatrocientos hombres. Y el general, que por lo que se rumorea era bastante testarudo, dice que estaba tan avergonzado que, de no ser por el punto de honor, habría dado media vuelta. Lo entiendo, porque, ¿qué te parece que un castillo pequeño, así, se nos quede atascado aquí durante semanas y semanas con tantos hombres a su alrededor…?","—Horixe esaten da. Niri, behintzat, horrela kontatu didate, nahiz eta ni han ez nengoen. Lau ehun gizon baino gehiago. Eta jenerala, zurrumurruek zioten bezala nahiko burugogorra zena, hain lotsatuta zegoen non, ohoreagatik ez balitz, atzera egingo zukeen. Ulertzen dut, zeren eta, zer iruditzen zaizu gaztelu txiki bat, horrela, astez aste hemen harrapatuta geratzea, hainbeste gizon inguruan dituela?"
"6 Decíamos que el primer pilar sobre el cual descansa el libro de En Cambó es este: España y Cataluña no pueden realizar otro ideal que el iberismo, común a ambas. Nosotros creemos —en el orden teórico en que también se mueve En Cambó cuando habla de este punto— que, si España no puede elegir, Cataluña sí. Si para España el iberismo —y aún no tal como lo concibe En Cambó— es el único ideal viable y satisfactorio, para Cataluña es una de las derivaciones posibles de su proyección en la historia. Y conste que en esta ponderación de las posibilidades de Cataluña no nos mueve ningún sentimiento tendencioso: decíamos —y en ello nos ratificamos— que el iberismo es la solución más factible, si no la más adecuada a la sublimación de nuestro espíritu, y que sería divagar, si las circunstancias no cambian, alejarse de ella. Para Cataluña, otras orientaciones podrían parecer más espirituales; ninguna más política que el iberismo. Y esto que el iberismo de En Cambó, no muy distinto al de En Prat de la Riba, no supera el Tratado de los Pirineos.","Honako hau esan genuen: En Cambóren liburuaren oinarri den zutabea hau da: Espainiak eta Kataluniak ezin dute beste idealik izan iberismoa baino, bi herrientzat komuna dena. Gu -En Cambók puntu honetaz hitz egiten duenean ere teorian mugitzen garela uste dugunak- honako hau uste dugu: Espainiak ezin badu aukeratu, Kataluniak bai. Espainiarentzat iberismoa -En Cambók ulertzen duen bezala ez bada ere- aukera bideragarri eta asetzaile bakarra bada, Kataluniarentzat bere historia-proiekzioaren ondorio posibleetako bat da. Eta kontuan izan hau: Kataluniaren aukeren balorazio honetan ez gaitu joera batek bultzatzen: esan genuen -eta horretan berresten gara- iberismoa dela gure espirituaren sublimaziorako aukerarik egingarriena, eta, zirkunstantziak aldatzen ez badira, hura alde batera uztea dibagazioa litzatekeela. Kataluniarentzat, beste orientazio batzuk espiritualagoak izan litezke; politikoki, ordea, iberismoa baino ez. Eta En Cambóren iberismoa, En Prat de la Ribarena ez oso desberdina dena, Pirinioetako Ituna baino harago ez doa."
"—¡Y qué sabrán ellos! Lo hice todo yo solo, por mi cuenta. ¡Esos forenses! No tardarán en terminar su trabajo.","—Eta haiek zer jakingo dute! Nik neuk egin nuen dena, nire kabuz. Forentseek! Ez dute denbora asko beharko beren lana amaitzeko."
"Clitandro: ¡Ay, señora! ¡Cómo me gustaría poder expresar lo que siento y encontrar en tan poco tiempo todas las palabras necesarias! Necesitaría días enteros para contarle adecuadamente todo lo que llevo dentro. Aún no le he dicho nada de todo lo que tenía que decirle.","Clitandro: Ai, andrea! Nola gustatuko litzaidake sentitzen dudana adieraztea eta behar ditudan hitz guztiak hain denbora gutxian aurkitzea! Egun osoak beharko nituzke barruan dudana behar bezala kontatzeko. Oraindik ez diot esan beharreko guztia esan."
"Aquí están los inconvenientes de juzgar las cosas de los demás según nuestros propios criterios. Yo, por mi parte, sigo prefiriendo la interpretación sentimental que me dan esas encantadoras mujeres, mis amigas. ¡Me parece mucho más convincente! Y ni siquiera hace falta mencionar que, con esto, evitamos la historia del parricidio.","Hona hemen besteek egiten dituzten gauzak gure irizpideen arabera epaitzearen desabantailak. Nik, nire aldetik, nahiago dut emakume horiek ematen didaten interpretazio sentimental ederra, nire lagunak. Askoz ere konbentzigarriagoa iruditzen zait! Eta ez da aipatu beharrik ere, horrela hilketa maternoaren istorioa saihesten dugula."
"Ernestina. ¡Gracias! ¡Fidel!... Mira, Víctor: quizá no te entienda bien; de todas formas, quiero darte una explicación de mi actitud. Desde muy pequeña estoy acostumbrada al sufrimiento. A los quince años ganaba el pan de todas nosotras. Mi mundo es muy pequeño; se reduce a las cuatro paredes de este piso. Transcurren los años y las estaciones sin que nada de lo que me rodea cambie de aspecto. Solo en invierno siento un poco más de frío, en otoño un poco más de tristeza y en primavera y verano me entran unas indefinibles esperanzas que yo misma juzgo temerarias. Adivino que el amor es un anhelo de la juventud; un gozo y un vicio. Yo apenas he gozado del amor de familia. Desde que tengo memoria nadie me ha dado un solo beso. Te parecerá mentira, pero es tal como digo. La miseria nos ha vuelto distraídos y egoístas. Cuando dejo de trabajar ya nadie me llama; y es cuando más convendría que me llamaran. Abandono la tarea para acostarme, pero la madre, agobiada por las deudas, me trae el trabajo a la cama. [(La Merceneta pasa, llevando un vaso de leche, desde la cocina a la habitación de Julia. Ernestina, al verla, calla. Cuando ha desaparecido sigue la conversación.)] Cuando tú entraste en esta casa yo presentí un cambio. La ilusión no duró mucho.","Ernestina. Eskerrik asko! Fidel!... Begira, Víctor: agian ez dizut ondo ulertu; hala ere, nire jarreraren azalpen bat eman nahi dizut. Oso txikitatik ohituta nago sufritzera. Hamabost urterekin guztiontzat ogia irabazten nuen. Nire mundua oso txikia da; lau horma hauen artean mugatzen da. Urteak igarotzen dira eta urtaroak aldatzen dira, baina nire inguruan dagoen guztia itxura aldatu gabe jarraitzen du. Neguan pixka bat hotzago sentitzen naiz, udazkenean pixka bat tristeago, eta udaberrian eta udan itxaropen lauso batzuk sartzen zaizkit, nik neuk zentzugabeak direla irizten dudanak. Maitasuna gaztaroaren egarri bat dela sumatzen dut; plazer bat eta bizio bat. Familia-maitasunaz gutxi gozatu dut. Oroimena dudanetik inork ez dit musu bat eman. Sinestezina irudituko zaizu, baina horrela da. Pobrezia arduragabe eta egoista bihurtu gaitu. Lan egiteari uzten diodanean inork ez nau deitzen; eta orduan komeniko litzateke deitzea. Lana utzi eta ohera joaten naiz, baina ama, zorrengatik estresatuta, lana ohera ekartzen dit. [(La Merceneta pasatzen da, esne-ontzi bat eskuetan duela, sukaldean Julia bizi den gelara. Ernestina ikustean, isildu egiten da. La Merceneta desagertu denean, elkarrizketak aurrera jarraitzen du.) Zu etxera sartu zinenean, aldaketa bat sumatu nuen. Ilusioa ez zen luze iraun.]"
"No fue necesario que Joan-Valent permaneciera mucho tiempo en aquella casa para darse cuenta de que algo inquietante o melancólico la envolvía. Así como, en los días de niebla, la naturaleza se entristece, los pájaros se silencian, las plantas se marchitan, las hojas se inclinan y todo parece estar a punto de llorar, así, en aquella casa a la que acababa de entrar, parecía extenderse un velo de tristeza. Todos se movían con cautela, tratando de no hacer ruido, hablando poco y en voz baja, con los ojos medio velados, como si estuvieran a punto de romper en llanto. Todo indicaba que una desgracia se cernía sobre aquella casa, que, sin embargo, exhibía signos de riqueza y buen estado.","Ez zen denbora asko igaro Joan-Valent etxe hartan sartu zenetik, konturatzeko zerbait kezkagarria edo malenkoniatsua inguratzen zuela. Egun lainotsuetan bezala, natura tristetzen da, txoriak isiltzen dira, landareak horitzen dira, hostoak okertzen dira eta dena negar egiteko zorian dagoela dirudi. Etxe hartan, sartu berria zela, tristezia-oihal bat zabaldu balitz bezala zen. Guztiak kontuz mugitzen ziren, zaratarik ez egiten saiatuz, gutxi hitz eginez eta ahopeka, begiak erdi estalita, negar egiteko zorian baleude bezala. Guztiak adierazten zuen desgrazia bat etxe hartan zegoela, baina, hala ere, aberastasunaren eta ondo zaindutako itxura zuen."
"—Perdón, muchacho —dijo Tarregada—, pero fui yo quien encontró primero esa cosa. Se podría decir que soy el inventor.","—Barkatu, mutil —esan zuen Tarregadak—, baina nik aurkitu nuen lehenengo gauza hori. Esan daiteke ni naizela asmatzailea."
"¡Nicéforo Be está: ¡alejado! ¡Demasiado! Ya está, pero sin ti no concibo la vida, ¡jamás volveré a ver el mundo! ¡Vivir sin alma, jamás, jamás! ¡Apártate! ¡Que el golpe final será lanzado y dirigido contra mí! ¡Fuera, miserable vida, fuera!","Nicéforo Be dago: urrundu! Gehiegi! Bada, baina zurekin ezin dut bizitza imajinatu, mundua berriro ikusiko ez dudala ziur nago! Bizitza gabe bizitzea, inoiz ez, inoiz ez! Aldendu! Azken kolpea nire aurka jaurtiko da eta zuzenduta egongo da! Kanpora, bizitza miserablea, kanpora!"
"Todos los acompañan en su camino, hasta las higueras del Molino del Toll.","Horiek guztiek laguntzen diete bidean, Molino del Toll-eko mahatsondoetaraino."
"Di, pues, Laques, si puedes, qué es esa valentía, esa fuerza que reside tanto en el placer como en el dolor, y en todas las cosas de las que acabamos de hablar, pues todas ellas, aunque distintas, comparten un mismo nombre: valentía.","Bada, bai, Laques, ba al duzu, zer da ausardia, indar hori, plazerrean eta minaren, eta oraintxe mintzagai izan ditugun gauza guztietan dagoena, izan ere, guztiak, desberdinak izan arren, izen bera partekatzen dute: ausardia."
"—¡Vaya! Pues, dile que sí, que yo quiero que se diviertan; que venga a la fiesta si le apetece, ¿sabes?... ¡Ah! ¿Es buen mozo, es buena persona?","—A! Bada, esan baietz, dibertitu nahi dudala; etorri festara nahi badu, badakizu?... Ah! Mutil jatorra da, pertsona ona?"
"En esta primera canción, una dama, cansada de esperar a que su esposo regrese de la guerra, se asoma a la ventana para ver si llega el conde. Ve que se acercan dos pajes vestidos de luto, y con angustia pregunta:","Testu hori euskarara itzulita honela geratuko litzateke:

Lehenengo kanta honetan, emakume batek, senarra gerrara joan zenetik itxaroten aspertuta, leihora ateratzen da, kondea iritsi ote den ikusteko. Bi pagero lutoz jantzita hurbiltzen ikusten ditu, eta larrituta galdetzen du:"
"La calma tiene un límite, y en este mundo, el Castillo del Rey se encargará de que lo superes.","Baretasunak muga bat du, eta mundu honetan, Erregearen Gazteluak muga hori gainditzeko ardura izango du."
"¡Nicéforo, [rompiendo toda compostura, furioso]! ¡A mis órdenes! ¿Quién se atreve? ¡Vil! ¡Cobarde! ¿Quién osa levantar la voz de manera traicionera? ¡Yo soy el Imperio! ¡La tierra misma rodea mi corona! ¡[Murmullos de protesta]! Nuestra sangre es mía; ¿quién me la disputa?","Nicéforo, [janzki guztiak hautsiz, suminduta]! Nire esanetara! Nor ausartzen da? Vil! Koldar! Nork altxatzen du ahotsa traizioz? Ni naiz Inperioa! Lurra bera nire koroaren inguruan dago biribilkatuta! [Kexu zurrumurruak] Gure odola nirea da; nor ausartzen da niri aurre egiten?"
"—¿Y qué, a qué lugar? ¿Acaso la llevarán al infierno o al purgatorio?","—Eta zer, nora? Inpernura eramango dute ala purgatoriora?"
"—No me silbaban a mí, era a la señora a quien lo hacían.","—Niri ez zidaten iseka egiten, andreari egiten zioten."
"¡Qué solución tan inesperada! Me temía, Cremes, que no fueras a ser ahora tan despiadado como antes y que no quisieras encargarte de su crianza.","A zer irtenbide harrigarria! Beldur nintzen, Cremes, orain ez zinela hain gupidagabea izango lehen bezala eta ez zenuela ardura hartuko haren hazkuntzaz."
"Bien que haya ido todo; no se han perdido en vano los ensayos que han realizado en preparación de esta mañana, día del ""Domingo de la Rosa"".","Hala ere, ez dira alferrik izan gaur goizeko prestaketa-saioak, ""Rosaren Igandea"" egunekoak."
"Entonces, Jetró, suegro de Moisés, ofreció un sacrificio y una ofrenda a Dios. Y acudieron Aarón y todos los ancianos de Israel para compartir la comida con el suegro de Moisés en presencia de Dios.","Beraz, Jetró, Moisesen suhia, opari bat eta eskaintza eskaini zion Jainkoari. Eta Aarón eta Israelgo zahar guztiak Moisesen suhiarekin janaria partekatzera joan ziren Jainkoaren aurrean."
"Sergi. ¡Ay, si vinierais con nosotros ahora! ¿Quién podría detenernos si estuvierais de nuestro lado? Venid. Os lo pido, por nuestra tierra.","Sergi. Ai, zuek gurekin bazeundete orain! Norbaitek geldiaraziko gintuzkeen, aldekoak bazinateke? Zatozte. Gure lurra dela eta, eskatzen dizuet."
—¿Os habéis quedado dormidos? —repitió la Xaneta.,"—Lo habéis hecho bien, ¿no? —errepikatu zuen Xanetak."
"Esclavos, [saliendo]. ¿Quiénes serán? ¿Lo sabéis?","Esklaboak, [irteten]. Nortzuk izango dira? Badakizue?"
"—¡Señor Mingo, bien por el trabajo que está haciendo! —le dijo Germán, el oficial, dándole unas palmaditas en la espalda.","—Mingo jauna, zorionak egiten ari zaren lanagatik! —esan zion Germán ofizialak, bizkarrean masaje txiki bat emanez."
El heredero Escampa: Prefiero esto a cualquier declaración de amor.,"Oinordekoak oihu egin zuen: Nahiago dut hau, maitasun adierazpen bat baino."
"Cuántas veces, al atravesar las frescas Alberes y al vislumbrar de repente la hermosa y verde llanura de Rosellón, nos había dado la idea de cruzarla corriendo, de pueblo en pueblo, recorriendo los humildes y ásperos pueblos de las Corberes. Sólo caminando se puede llegar a conocer un país en profundidad. Recorriendo así Rosellón y Conflent, comarcas de lengua catalana que hoy pertenecen al Estado francés, habíamos comenzado a percibir las diferencias de carácter que separan al catalán del dialecto de la región de Lenguadoc, a pesar de su cercanía geográfica. Aún persiste poca simpatía entre los habitantes de ambas regiones, como lo atestigua la canción popular que hemos escuchado en más de una ocasión a los campesinos del Conflent:","Zenbat aldiz, Alberes freskoak zeharkatzean eta bat-batean Rosellóren zelai ederra eta berdea ikustean, herri txiki eta latzak zeharkatuz, herri batetik bestera korrika egiteko ideia izan genuen, Corberesko herrietan barrena. Herrialde bat sakonki ezagutzeko, oinez ibili beharra dago. Horrela, Roselló eta Conflent zeharkatuz, hizkuntza katalana hitz egiten duten eskualdeak, gaur egun Frantziako Estatuaren parte direnak, hasi ginen sumatzen katalanaren eta Languedoc eskualdeko dialektoaren arteko izaera ezberdintasunak, haien gertutasun geografikoaren gainetik. Bi eskualdeen artean oraindik ere gutxiengo sinpatia dago, Conflenteko nekazarien ahotan behin baino gehiagotan entzun dugun herri-kanta herrikoiak adierazten duen bezala:"
"Y Yahvé le respondió: —Aquel que mate a Caín, será vengado siete veces.",Yahvék erantzun zion: —Kain hiltzen duena zazpi aldiz mendekatua izango da.
"El prometido de la joven le ofreció unos escapularios de la Virgen del Remedio. En Serradell no lo reconoció y, mientras el otro le colocaba los escapularios al pecho, no dejó de mirarlo con ojos inquietantes, tratándolo con gran formalidad. El delirio continuó durante dos días más. Vino el médico, y tras él, el párroco; y tras el párroco, el notario. El rostro de En Serradell comenzó a palidecer, y al sentir el frío en sus extremidades, tuvo un momento de lucidez.","Itzulpena:

Emakume gaztearen promesak Ama Birjinaren erremedioaren eskapularioak eskaini zizkion. Serradellek ez zuen ezagutu eta, besteak eskapularioak bularrean jartzen zizkion bitartean, begirada urduriarekin begiratzen zion, formalitate handiz tratatuz. Delirioak bi egun gehiago iraun zuen. Medikua etorri zen, eta ondoren, apaiza; eta apaizaren ondoren, notarioa. Serradellen aurpegia zurbiltzen hasi zen, eta bere muturretan hotza sentitu zuenean, une batez argitasuna berreskuratu zuen."
"Genís, ¿no crees que sería más hermoso un caballo?","""Genís, ez al da ederragoa zaldi bat izatea?"""
"—Cuando no tengo ni un céntimo —dijo— es cuando más hambre siento. Creo que a todos nos pasa lo mismo. Antes, cuando me ocurría eso, iba a esos pequeños establecimientos, que eran a medio camino entre taberna y restaurante, y que tenían dos puertas.","—Dirurik ez dudanean —esan zuen—, orduan sentitzen dut gose gehien. Uste dut denoi gauza bera gertatzen zaigula. Lehen, hori gertatzen zitzaidanean, horrelako establezimendu txikietara joaten nintzen, taberna eta jatetxearen arteko zerbait zirenak, eta bi ate zituztenak."
Quizás a la cigüeña le apetezca celebrar el día.,"Agian, zozoari eguna ospatzea gustatuko zaio."
"demuestran que tu impulso provino de Lucifer, pues solo de las Tinieblas","Hona hemen itzulpena:

erakutsi zenuen zure bultzada Luciferretik zetorrela, iluntasunetik soilik"
"—¡Almas en pena! ¡Qué pesadilla! ¡Otra vez nos ha tocado! —Se llevó las manos a la cabeza y siguió su camino, pero, al llegar a mitad de la calle, se detuvo y lo pensó mejor.","—Arima erratuak! Ze amesgaiztoa! Berriz ere tokatu zaigu! -Eskuak burura eraman zituen eta aurrera jarraitu zuen, baina, kalearen erdira iritsi zenean, gelditu eta berriz pentsatu zuen."
"—¡Yo!... ¡Yo!... —Y como si, de repente, en aquella penumbra, hubiera aparecido ante sus ojos una luz que le revelara algo que hasta entonces no había visto, lo dijo con un aire de resolución absoluta:","—Ni... ni... —Eta, hala balitz bezala, une batez, argi bat agertu balitzaio itzalpe hartan, ordu arte ikusi ez zuen zerbait erakutsiko ziona, erabateko erabakitasunez esan zuen:"
"Pero, ¿qué significaría todo esto, si en la resignación sufrida del pescador y del campesino hubiera logrado descubrir una grandeza que me ha humillado a mí mismo, haciéndome sentir pequeño, insignificante y miserable al compararme con ellos? ¿Qué significaría todo esto, si en esa fuerza, terriblemente destructiva, hubiera logrado volver a sentir la presencia divina, el amor a mis semejantes y la fe en las grandes misericordias que un día todos necesitaremos?","Baina, zer esan nahiko luke honek, arrantzalearen eta nekazariaren etsipen jasanezinean handitasun bat aurkitu izan balu, nire burua umiliatu duena, haiekin alderatuta txiki, garrantzirik gabe eta miserable sentiaraziz? Zer esan nahiko luke honek, indar suntsitzaile horrek, jainkozko presentzia, nire antzekoenganako maitasuna eta egunen batean guztiok beharko ditugun erruki handien fedea sentiarazi izan balitu?"
"XVII Aquella vida que me había abandonado debió regresar, pues, de repente, sentí que me temblaba el cuerpo y, poco a poco, abriendo los ojos, vi que me encontraba en la despensa y que la Susagna, moviéndome la cabeza para que despertara, me iba diciendo, suavemente, pero con un tono casi inaudible:","XVII

Nire bizitza abandonatu hura itzuli behar zuen, zeren, bat-batean, gorputza dardarka sentitu nuen eta, pixkanaka, begiak irekiz, ikusi nuen despentsan nengoela eta Susagna, burua mugituz esnatzeko, leunki, baina ia entzunezina zen tonu batean, esaten ari zitzaidala:"
"Clitandro: ¡Ay, Dios mío! ¡Y cómo me atormentan el alma cuando hablan de marcharse! Me dejarán muy triste, ahora, si se van.","Clitandro: Ai ene! Eta nola torturatzen didate arima alde egiteaz hitz egiten dutenean! Oso triste utziko naute orain, badoazela."
"Víctor. [(Conmovido)] ¡Oh, Ernestina! ¿Y no sientes remordimiento al dejarme solo, al romper el vínculo de aquellas promesas?","Víctor. [(Hunkituta)] Oh, Ernestina! Ez al duzu errukirik sentitzen ni bakarrik utzita, zin egindako lotura hautsi ondoren?"
